,0,date
0,0.03128258602711158,2014-09-12
1,0.014598540145985401,2014-09-19
2,0.1529656607700312,2014-09-26
3,0.055150884495317375,2014-09-30
4,0.07388137356919876,2014-10-10
5,0.02494802494802495,2014-10-17
6,0.02481902792140641,2014-10-24
7,0.41279669762641896,2014-10-31
8,0.05779153766769866,2014-11-07
9,0.049484536082474224,2014-11-14
10,0.13333333333333333,2014-11-21
11,0.12295081967213115,2014-11-28
12,0.07889344262295082,2014-12-05
13,0.0931422722620266,2014-12-12
14,0.006128702757916241,2014-12-19
15,0.11914460285132383,2014-12-26
16,0.06517311608961303,2014-12-31
17,0.07739307535641547,2015-01-09
18,0.2413793103448276,2015-01-16
19,0.45233265720081134,2015-01-23
20,0.028397565922920892,2015-01-30
21,0.04036326942482341,2015-02-06
22,0.3226452905811623,2015-02-13
23,0.3777555110220441,2015-02-17
24,0.17334669338677355,2015-02-27
25,0.011022044088176353,2015-03-06
26,0.04771371769383698,2015-03-13
27,0.014866204162537165,2015-03-20
28,0.0019821605550049554,2015-03-27
29,0.0187192118226601,2015-04-03
30,0.004897159647404506,2015-04-10
31,0.00881488736532811,2015-04-17
32,0.1792360430950049,2015-04-24
33,0.02644466209598433,2015-04-30
34,0.0311587147030185,2015-05-08
35,0.11531007751937984,2015-05-15
36,0.304178814382896,2015-05-22
37,0.000968054211035818,2015-05-29
38,0.033751205400192864,2015-06-05
39,0.01717557251908397,2015-06-12
40,0.0009541984732824427,2015-06-19
41,0.013307984790874524,2015-06-26
42,0.002849002849002849,2015-07-03
43,0.026565464895635674,2015-07-10
44,0.060320452403393024,2015-07-17
45,0.49858623939679547,2015-07-24
46,0.16211121583411875,2015-07-31
47,0.3157398680490104,2015-08-07
48,0.05372290292177191,2015-08-14
49,0.000942507068803016,2015-08-21
50,0.020735155513666354,2015-08-28
51,0.017907634307257305,2015-09-02
52,0.07728557964184732,2015-09-11
53,0.10367577756833177,2015-09-18
54,0.09802073515551367,2015-09-25
55,0.03298774740810556,2015-09-30
56,0.32799245994344955,2015-10-09
57,0.016022620169651274,2015-10-16
58,0.008482563619227144,2015-10-23
59,0.011310084825636193,2015-10-30
60,0.21960414703110273,2015-11-06
61,0.015080113100848256,2015-11-13
62,0.033930254476908575,2015-11-20
63,0.012252591894439209,2015-11-27
64,0.117813383600377,2015-12-04
65,0.02827521206409048,2015-12-11
66,0.3069679849340866,2015-12-18
67,0.06841611996251172,2015-12-25
68,0.03280224929709466,2015-12-31
69,0.041121495327102804,2016-01-08
70,0.005597014925373134,2016-01-15
71,0.017723880597014924,2016-01-22
72,0.025186567164179104,2016-01-29
73,0.2126865671641791,2016-02-05
74,0.48973880597014924,2016-02-19
75,0.003727865796831314,2016-02-26
76,0.27813953488372095,2016-03-04
77,0.017674418604651163,2016-03-11
78,0.4855813953488372,2016-03-18
79,0.012987012987012988,2016-03-25
80,0.05468025949953661,2016-04-01
81,0.029657089898053754,2016-04-08
82,0.04814814814814815,2016-04-15
83,0.014814814814814815,2016-04-22
84,0.09158186864014801,2016-04-29
85,0.07663896583564174,2016-05-06
86,0.04423963133640553,2016-05-13
87,0.04415823367065318,2016-05-20
88,0.06439742410303588,2016-05-27
89,0.6688073394495413,2016-06-03
90,0.06422018348623854,2016-06-08
91,0.3339449541284404,2016-06-17
92,0.04757548032936871,2016-06-24
93,0.17866909753874202,2016-07-01
94,0.061930783242258654,2016-07-08
95,0.040036396724294813,2016-07-15
96,0.03002729754322111,2016-07-22
97,0.022727272727272728,2016-07-29
98,0.11796733212341198,2016-08-05
99,0.12658227848101267,2016-08-12
100,0.16741674167416742,2016-08-19
101,0.09344115004492363,2016-08-26
102,0.039461883408071746,2016-09-02
103,0.13339301700984782,2016-09-09
104,0.013392857142857142,2016-09-14
105,0.11853832442067737,2016-09-23
106,0.14768683274021352,2016-09-30
107,0.16209034543844109,2016-10-14
108,0.21308576480990274,2016-10-21
109,0.04405286343612335,2016-10-28
110,0.10035211267605634,2016-11-04
111,0.21034180543382996,2016-11-11
112,0.051573426573426576,2016-11-18
113,0.07049608355091384,2016-11-25
114,0.02168256721595837,2016-12-02
115,0.08643042350907519,2016-12-09
116,0.10843373493975904,2016-12-16
117,0.05141388174807198,2016-12-23
118,0.15004262574595056,2016-12-30
119,0.2824427480916031,2017-01-06
120,0.02864363942712721,2017-01-13
121,0.07705192629815745,2017-01-20
122,0.12343619683069225,2017-01-26
123,0.07089241034195162,2017-02-03
124,0.3131731565865783,2017-02-10
125,0.037985136251032205,2017-02-17
126,0.08724279835390947,2017-02-24
127,0.04197530864197531,2017-03-03
128,0.047540983606557376,2017-03-10
129,0.06193969030154849,2017-03-17
130,0.11210398050365557,2017-03-24
131,0.03715670436187399,2017-03-31
132,0.20467365028203063,2017-04-07
133,0.05052125100240577,2017-04-14
134,0.04313099041533546,2017-04-21
135,0.09880478087649402,2017-04-28
136,0.04447974583002383,2017-05-05
137,0.061611374407582936,2017-05-12
138,0.14240755310778913,2017-05-19
139,0.08490566037735849,2017-05-26
140,0.0611764705882353,2017-06-02
141,0.3014878621769773,2017-06-09
142,0.33904910366328916,2017-06-16
143,0.04195804195804196,2017-06-23
144,0.06191950464396285,2017-06-30
145,0.09652509652509653,2017-07-07
146,0.02773497688751926,2017-07-14
147,0.1834228702993093,2017-07-21
148,0.08505747126436781,2017-07-28
149,0.10229007633587786,2017-08-04
150,0.06610942249240122,2017-08-11
151,0.1962121212121212,2017-08-18
152,0.07245283018867925,2017-08-25
153,0.10558069381598793,2017-09-01
154,0.04658151765589782,2017-09-08
