,date,close
0,2005-04-08,1003.45
1,2005-04-15,974.08
2,2005-04-22,939.1
3,2005-04-29,932.39
4,2005-05-13,887.54
5,2005-05-20,882.76
6,2005-05-27,849.51
7,2005-06-03,818.03
8,2005-06-10,894.56
9,2005-06-17,880.35
10,2005-06-24,898.3
11,2005-07-01,859.49
12,2005-07-08,829.49
13,2005-07-15,841.0
14,2005-07-22,859.69
15,2005-07-29,888.16
16,2005-08-05,923.8
17,2005-08-12,938.32
18,2005-08-19,923.04
19,2005-08-26,928.26
20,2005-09-02,947.87
21,2005-09-09,949.07
22,2005-09-16,967.5
23,2005-09-23,916.15
24,2005-09-30,917.39
25,2005-10-14,904.83
26,2005-10-21,904.41
27,2005-10-28,867.73
28,2005-11-04,878.36
29,2005-11-11,864.79
30,2005-11-18,882.24
31,2005-11-25,884.11
32,2005-12-02,869.94
33,2005-12-09,887.36
34,2005-12-16,902.56
35,2005-12-23,915.89
36,2005-12-30,923.45
37,2006-01-06,970.03
38,2006-01-13,978.81
39,2006-01-20,993.34
40,2006-01-25,1009.6
41,2006-02-10,1032.34
42,2006-02-17,1020.37
43,2006-02-24,1049.44
44,2006-03-03,1041.68
45,2006-03-10,1008.9
46,2006-03-17,1024.02
47,2006-03-24,1042.6
48,2006-03-31,1061.09
49,2006-04-07,1103.15
50,2006-04-14,1118.61
51,2006-04-21,1149.16
52,2006-04-28,1172.35
53,2006-05-12,1296.26
54,2006-05-19,1366.1
55,2006-05-26,1331.02
56,2006-06-02,1390.12
57,2006-06-09,1294.18
58,2006-06-16,1318.01
59,2006-06-23,1339.45
60,2006-06-30,1393.96
61,2006-07-07,1410.43
62,2006-07-14,1357.13
63,2006-07-21,1356.03
64,2006-07-28,1341.39
65,2006-08-04,1241.91
66,2006-08-11,1275.65
67,2006-08-18,1267.87
68,2006-08-25,1295.44
69,2006-09-01,1318.1
70,2006-09-08,1332.15
71,2006-09-15,1362.32
72,2006-09-22,1374.85
73,2006-09-29,1403.27
74,2006-10-13,1430.88
75,2006-10-20,1440.18
76,2006-10-27,1439.05
77,2006-11-03,1488.29
78,2006-11-10,1504.06
79,2006-11-17,1562.08
80,2006-11-24,1636.58
81,2006-12-01,1729.22
82,2006-12-08,1711.58
83,2006-12-15,1867.64
84,2006-12-22,1895.64
85,2006-12-29,2041.05
86,2007-01-05,2072.88
87,2007-01-12,2173.75
88,2007-01-19,2396.09
89,2007-01-26,2512.92
90,2007-02-02,2298.0
91,2007-02-09,2397.24
92,2007-02-16,2676.74
93,2007-03-02,2508.73
94,2007-03-09,2611.39
95,2007-03-16,2604.23
96,2007-03-23,2716.27
97,2007-03-30,2781.78
98,2007-04-06,2972.01
99,2007-04-13,3169.23
100,2007-04-20,3289.28
101,2007-04-27,3470.52
102,2007-04-30,3558.71
103,2007-05-11,3702.61
104,2007-05-18,3776.63
105,2007-05-25,3985.25
106,2007-06-01,3803.95
