,date,close
0,2017-09-22,3837.73
1,2017-09-29,3836.5
2,2017-10-13,3921.0
3,2017-10-20,3926.85
4,2017-10-27,4021.97
5,2017-11-03,3992.7
6,2017-11-10,4111.91
7,2017-11-17,4120.85
8,2017-11-24,4104.2
9,2017-12-01,3998.14
10,2017-12-08,4003.38
11,2017-12-15,3980.86
12,2017-12-22,4054.6
13,2017-12-29,4030.85
14,2018-01-05,4138.75
15,2018-01-12,4225.0
16,2018-01-19,4285.4
17,2018-01-26,4381.3
18,2018-02-02,4271.23
19,2018-02-09,3840.65
20,2018-02-14,3966.96
21,2018-02-23,4071.09
22,2018-03-02,4016.46
23,2018-03-09,4108.87
24,2018-03-16,4056.42
25,2018-03-23,3904.94
26,2018-03-30,3898.5
27,2018-04-04,3854.86
28,2018-04-13,3871.14
29,2018-04-20,3760.85
30,2018-04-27,3756.88
31,2018-05-04,3774.6
32,2018-05-11,3872.84
33,2018-05-18,3903.06
34,2018-05-25,3816.5
35,2018-06-01,3770.59
36,2018-06-08,3779.62
37,2018-06-15,3753.43
38,2018-06-22,3608.9
39,2018-06-29,3510.98
40,2018-07-06,3365.12
41,2018-07-13,3492.69
42,2018-07-20,3492.89
43,2018-07-27,3521.23
44,2018-08-03,3315.28
45,2018-08-10,3405.02
46,2018-08-17,3229.62
47,2018-08-24,3325.33
48,2018-08-31,3334.5
49,2018-09-07,3277.64
50,2018-09-14,3242.09
51,2018-09-21,3410.49
52,2018-09-28,3438.86
53,2018-10-12,3170.73
54,2018-10-19,3134.95
55,2018-10-26,3173.64
56,2018-11-02,3290.25
57,2018-11-09,3167.44
58,2018-11-16,3257.67
59,2018-11-23,3143.48
60,2018-11-30,3172.69
61,2018-12-07,3181.56
62,2018-12-14,3165.91
63,2018-12-21,3029.4
64,2018-12-28,3010.65
65,2019-01-04,3035.87
66,2019-01-11,3094.78
67,2019-01-18,3168.17
68,2019-01-25,3184.47
69,2019-02-01,3247.4
70,2019-02-15,3338.7
71,2019-02-22,3520.12
72,2019-03-01,3749.71
73,2019-03-08,3657.58
74,2019-03-15,3745.01
75,2019-03-22,3833.8
76,2019-03-29,3872.34
77,2019-04-04,4062.23
78,2019-04-12,3988.62
79,2019-04-19,4120.61
80,2019-04-26,3889.27
81,2019-04-30,3913.21
82,2019-05-10,3730.45
83,2019-05-17,3648.76
84,2019-05-24,3593.91
85,2019-05-31,3629.79
86,2019-06-06,3564.68
87,2019-06-14,3654.88
88,2019-06-21,3833.94
89,2019-06-28,3825.59
90,2019-07-05,3893.2
91,2019-07-12,3808.73
92,2019-07-19,3807.96
93,2019-07-26,3858.57
94,2019-08-02,3747.44
95,2019-08-09,3633.53
96,2019-08-16,3710.54
97,2019-08-23,3820.86
98,2019-08-30,3799.59
99,2019-09-06,3948.51
100,2019-09-12,3972.38
101,2019-09-20,3935.65
102,2019-09-27,3852.65
103,2019-09-30,3814.53
104,2019-10-11,3911.73
105,2019-10-18,3869.38
106,2019-10-25,3896.79
107,2019-11-01,3952.39
108,2019-11-08,3973.01
109,2019-11-15,3877.09
110,2019-11-22,3849.99
111,2019-11-29,3828.67
112,2019-12-06,3902.39
113,2019-12-13,3968.22
114,2019-12-20,4017.25
115,2019-12-27,4022.03
116,2020-01-03,4144.96
117,2020-01-10,4163.18
118,2020-01-17,4154.85
119,2020-01-23,4003.9
120,2020-02-07,3899.87
121,2020-02-14,3987.73
122,2020-02-21,4149.49
123,2020-02-28,3940.05
124,2020-03-06,4138.51
125,2020-03-13,3895.31
126,2020-03-20,3653.22
127,2020-03-27,3710.06
128,2020-04-03,3713.22
129,2020-04-10,3769.18
130,2020-04-17,3839.49
131,2020-04-24,3796.97
132,2020-04-30,3912.58
133,2020-05-08,3963.62
134,2020-05-15,3912.82
135,2020-05-22,3824.06
136,2020-05-29,3867.02
137,2020-06-05,4001.25
138,2020-06-12,4003.08
139,2020-06-19,4098.71
140,2020-06-24,4138.99
141,2020-07-03,4419.6
142,2020-07-10,4753.13
143,2020-07-17,4544.7
144,2020-07-24,4505.59
145,2020-07-31,4695.05
146,2020-08-07,4707.93
147,2020-08-14,4704.63
148,2020-08-21,4718.84
149,2020-08-28,4844.27
150,2020-09-04,4770.22
151,2020-09-11,4627.28
152,2020-09-18,4737.09
153,2020-09-25,4570.0216
154,2020-09-30,4587.4
155,2020-10-09,4681.14
