,date,close
0,2017-09-22,6572.01
1,2017-09-29,6603.26
2,2017-10-13,6709.82
3,2017-10-20,6571.42
4,2017-10-27,6630.81
5,2017-11-03,6426.98
6,2017-11-10,6641.22
7,2017-11-17,6361.94
8,2017-11-24,6278.03
9,2017-12-01,6316.41
10,2017-12-08,6203.14
11,2017-12-15,6235.76
12,2017-12-22,6242.88
13,2017-12-29,6250.82
14,2018-01-05,6417.25
15,2018-01-12,6399.37
16,2018-01-19,6272.38
17,2018-01-26,6383.63
18,2018-02-02,6004.85
19,2018-02-09,5554.9
20,2018-02-14,5754.83
21,2018-02-23,5897.68
22,2018-03-02,6056.34
23,2018-03-09,6206.98
24,2018-03-16,6146.31
25,2018-03-23,5787.15
26,2018-03-30,6114.74
27,2018-04-04,6017.69
28,2018-04-13,6027.19
29,2018-04-20,5880.84
30,2018-04-27,5860.98
31,2018-05-04,5909.29
32,2018-05-11,5991.34
33,2018-05-18,5995.15
34,2018-05-25,5917.8
35,2018-06-01,5685.12
36,2018-06-08,5669.3
37,2018-06-15,5483.94
38,2018-06-22,5160.12
39,2018-06-29,5217.76
40,2018-07-06,4996.63
41,2018-07-13,5204.19
42,2018-07-20,5175.25
43,2018-07-27,5249.29
44,2018-08-03,4929.75
45,2018-08-10,5030.51
46,2018-08-17,4803.03
47,2018-08-24,4852.29
48,2018-08-31,4814.82
49,2018-09-07,4791.78
50,2018-09-14,4670.08
51,2018-09-21,4805.22
52,2018-09-28,4800.73
53,2018-10-12,4278.04
54,2018-10-19,4127.99
55,2018-10-26,4233.96
56,2018-11-02,4437.95
57,2018-11-09,4368.61
58,2018-11-16,4659.1
59,2018-11-23,4374.76
60,2018-11-30,4376.65
61,2018-12-07,4410.96
62,2018-12-14,4337.1
63,2018-12-21,4231.14
64,2018-12-28,4168.04
65,2019-01-04,4210.88
66,2019-01-11,4314.88
67,2019-01-18,4347.81
68,2019-01-25,4318.44
69,2019-02-01,4294.27
70,2019-02-15,4502.73
71,2019-02-22,4777.3
72,2019-03-01,5067.23
73,2019-03-08,5245.7
74,2019-03-15,5359.01
75,2019-03-22,5622.14
76,2019-03-29,5547.66
77,2019-04-04,5871.56
78,2019-04-12,5714.37
79,2019-04-19,5810.18
80,2019-04-26,5408.03
81,2019-04-30,5307.56
82,2019-05-10,5064.32
83,2019-05-17,4942.58
84,2019-05-24,4841.76
85,2019-05-31,4912.0
86,2019-06-06,4678.78
87,2019-06-14,4795.53
88,2019-06-21,5021.31
89,2019-06-28,4950.48
90,2019-07-05,5042.66
91,2019-07-12,4861.57
92,2019-07-19,4878.69
93,2019-07-26,4898.11
94,2019-08-02,4809.92
95,2019-08-09,4600.35
96,2019-08-16,4722.66
97,2019-08-23,4887.9
98,2019-08-30,4886.49
99,2019-09-06,5154.64
100,2019-09-12,5242.61
101,2019-09-20,5204.48
102,2019-09-27,5005.63
103,2019-09-30,4940.9
104,2019-10-11,5055.52
105,2019-10-18,4961.81
106,2019-10-25,4994.57
107,2019-11-01,4962.35
108,2019-11-08,4988.29
109,2019-11-15,4868.44
110,2019-11-22,4904.08
111,2019-11-29,4894.94
112,2019-12-06,5010.51
113,2019-12-13,5073.69
114,2019-12-20,5184.68
115,2019-12-27,5179.19
116,2020-01-03,5380.64
117,2020-01-10,5480.23
118,2020-01-17,5510.05
119,2020-01-23,5377.74
120,2020-02-07,5327.04
121,2020-02-14,5420.8
122,2020-02-21,5784.03
123,2020-02-28,5451.29
124,2020-03-06,5763.86
125,2020-03-13,5457.2
126,2020-03-20,5219.28
127,2020-03-27,5137.34
128,2020-04-03,5107.04
129,2020-04-10,5208.51
130,2020-04-17,5318.45
131,2020-04-24,5273.55
132,2020-04-30,5353.86
133,2020-05-08,5507.7
134,2020-05-15,5507.93
135,2020-05-22,5328.23
136,2020-05-29,5406.34
137,2020-06-05,5585.42
138,2020-06-12,5591.49
139,2020-06-19,5787.15
140,2020-06-24,5789.09
141,2020-07-03,6051.51
142,2020-07-10,6676.44
143,2020-07-17,6344.59
144,2020-07-24,6283.98
145,2020-07-31,6579.67
146,2020-08-07,6688.88
147,2020-08-14,6623.56
148,2020-08-21,6643.94
149,2020-08-28,6691.21
150,2020-09-04,6618.58
151,2020-09-11,6311.97
152,2020-09-18,6469.47
153,2020-09-25,6236.8904
154,2020-09-30,6192.5
155,2020-10-09,6357.97
