,0,date
0,0.4597014925373134,2017-09-22
1,0.3603268945022288,2017-09-29
2,0.6068249258160238,2017-10-13
3,0.36289726533628974,2017-10-20
4,0.4016212232866618,2017-10-27
5,0.2643171806167401,2017-11-03
6,0.3811265544989027,2017-11-10
7,0.2046613255644574,2017-11-17
8,0.19113372093023256,2017-11-24
9,0.2210144927536232,2017-12-01
10,0.20419985517740769,2017-12-08
11,0.30151843817787416,2017-12-15
12,0.3236994219653179,2017-12-22
13,0.43619322278298484,2017-12-29
14,0.7357811375089993,2018-01-05
15,0.5687544996400288,2018-01-12
16,0.4378145219266715,2018-01-19
17,0.48169418521177315,2018-01-26
18,0.16260744985673353,2018-02-02
19,0.045064377682403435,2018-02-09
20,0.10793423874195854,2018-02-14
21,0.2523230879199428,2018-02-23
22,0.7512473271560941,2018-03-02
23,0.9052031361368497,2018-03-09
24,0.7277263007840342,2018-03-16
25,0.19529579472558803,2018-03-23
26,0.5202846975088968,2018-03-30
27,0.4370106761565836,2018-04-04
28,0.51954513148543,2018-04-13
29,0.22198581560283687,2018-04-20
30,0.2698300283286119,2018-04-27
31,0.3626062322946176,2018-05-04
32,0.5685997171145686,2018-05-11
33,0.6756183745583039,2018-05-18
34,0.5265017667844523,2018-05-25
35,0.24681753889674682,2018-06-01
36,0.24522968197879857,2018-06-08
37,0.15726375176304655,2018-06-15
38,0.1028169014084507,2018-06-22
39,0.13722730471498945,2018-06-29
40,0.09500351864883885,2018-07-06
41,0.378606615059817,2018-07-13
42,0.6012658227848101,2018-07-20
43,0.751578947368421,2018-07-27
44,0.2650771388499299,2018-08-03
45,0.4102384291725105,2018-08-10
46,0.10441485634197617,2018-08-17
47,0.20168067226890757,2018-08-24
48,0.28361344537815125,2018-08-31
49,0.3018207282913165,2018-09-07
50,0.2669461914744934,2018-09-14
51,0.6044723969252271,2018-09-21
52,0.5268667131891137,2018-09-28
53,0.10251046025104603,2018-10-12
54,0.057103064066852366,2018-10-19
55,0.18523676880222842,2018-10-26
56,0.7654836464857342,2018-11-02
57,0.7703549060542797,2018-11-09
58,0.9345859429366736,2018-11-16
59,0.40640222686151706,2018-11-23
60,0.3940236275191105,2018-11-30
61,0.4850590687977762,2018-12-07
62,0.23333333333333334,2018-12-14
63,0.2048611111111111,2018-12-21
64,0.19041000694927032,2018-12-28
65,0.359277275886032,2019-01-04
66,0.7208333333333333,2019-01-11
67,0.7711511789181692,2019-01-18
68,0.590027700831025,2019-01-25
69,0.3441603317208017,2019-02-01
70,0.7751724137931034,2019-02-15
71,0.9586492074431426,2019-02-22
72,0.9869146005509641,2019-03-01
73,0.925671025464556,2019-03-08
74,0.9477303988995873,2019-03-15
75,0.9594222833562586,2019-03-22
76,0.7640990371389271,2019-03-29
77,0.9160935350756534,2019-04-04
78,0.6446735395189004,2019-04-12
79,0.635989010989011,2019-04-19
80,0.1407967032967033,2019-04-26
81,0.12345679012345678,2019-04-30
82,0.102880658436214,2019-05-10
83,0.1041809458533242,2019-05-17
84,0.11103495544893763,2019-05-24
85,0.3737166324435318,2019-05-31
86,0.1695146958304853,2019-06-06
87,0.39302802460697195,2019-06-14
88,0.9036226930963773,2019-06-21
89,0.6639344262295082,2019-06-28
90,0.849931787175989,2019-07-05
91,0.33356024506466986,2019-07-12
92,0.2518720217835262,2019-07-19
93,0.2995234853641933,2019-07-26
94,0.18830727396329028,2019-08-02
95,0.12016293279022404,2019-08-09
96,0.22847457627118645,2019-08-16
97,0.5426251691474966,2019-08-23
98,0.5284167794316644,2019-08-30
99,0.9201623815967523,2019-09-06
100,0.9256756756756757,2019-09-12
101,0.7272113436866982,2019-09-20
102,0.23684210526315788,2019-09-27
103,0.1950067476383266,2019-09-30
104,0.3630229419703104,2019-10-11
105,0.26180836707152494,2019-10-18
106,0.4892037786774629,2019-10-25
107,0.37044534412955465,2019-11-01
108,0.32434254888739045,2019-11-08
109,0.1771043771043771,2019-11-15
110,0.2255892255892256,2019-11-22
111,0.2812920592193809,2019-11-29
112,0.6379542395693136,2019-12-06
113,0.8076664425016813,2019-12-13
114,0.902488231338265,2019-12-20
115,0.7688172043010753,2019-12-27
116,0.8992612491605104,2020-01-03
117,0.8718980549966465,2020-01-10
118,0.5784182305630027,2020-01-17
119,0.19973190348525469,2020-01-23
120,0.16934404283801874,2020-02-07
121,0.2101740294511379,2020-02-14
122,0.6927187708750835,2020-02-21
123,0.23380093520374082,2020-02-28
124,0.8617234468937875,2020-03-06
125,0.33288859239492996,2020-03-13
126,0.1981320880587058,2020-03-20
127,0.22733333333333333,2020-03-27
128,0.18666666666666668,2020-04-03
129,0.3597601598934044,2020-04-10
130,0.5383077948034644,2020-04-17
131,0.42609853528628494,2020-04-24
132,0.46773120425815035,2020-04-30
133,0.5897606382978723,2020-05-08
134,0.48138297872340424,2020-05-15
135,0.31341301460823373,2020-05-22
136,0.48138297872340424,2020-05-29
137,0.7204515272244356,2020-06-05
138,0.5855437665782494,2020-06-12
139,0.7802779616148247,2020-06-19
140,0.5416666666666666,2020-06-24
141,0.8444738583719391,2020-07-03
142,0.9629384513567174,2020-07-10
143,0.7268518518518519,2020-07-17
144,0.48342541436464087,2020-07-24
145,0.6726519337016574,2020-07-31
146,0.6049723756906077,2020-08-07
147,0.709855272226051,2020-08-14
148,0.6912474155754652,2020-08-21
149,0.5086147484493453,2020-08-28
150,0.35630599586492073,2020-09-04
151,0.17286501377410468,2020-09-11
152,0.3096551724137931,2020-09-18
153,0.13645761543762921,2020-09-25
154,0.13548830811554333,2020-09-30
155,0.3074277854195323,
