,0,date
279,0.024,2020-02-28
280,0.148,2020-03-06
281,0.046,2020-03-13
282,0.064,2020-03-20
283,0.104,2020-03-27
284,0.102,2020-04-03
285,0.222,2020-04-10
286,0.258,2020-04-17
287,0.056,2020-04-24
288,0.18,2020-04-30
289,0.302,2020-05-08
290,0.058,2020-05-15
291,0.05,2020-05-22
292,0.144,2020-05-29
293,0.09,2020-06-05
294,0.072,2020-06-12
295,0.352,2020-06-19
296,0.058,2020-06-24
297,0.42,2020-07-03
298,0.036,2020-07-10
299,0.0,2020-07-17
300,0.014,2020-07-24
301,0.166,2020-07-31
302,0.06,2020-08-07
303,0.134,2020-08-14
304,0.054,2020-08-21
305,0.07,2020-08-28
306,0.074,2020-09-04
307,0.028,2020-09-11
308,0.22,2020-09-18
309,0.034,2020-09-25
310,0.066,2020-09-30
311,0.194,
